Nombre,Resumen Editorial,Tipo de Resumen,API Utilizada,Calificación,Total de Reseñas,Dirección,Teléfono,Latitud,Longitud,Distancia (km),URL de Google Maps,Sitio Web,Horarios,Nivel de Precios,Número de Fotos,Comentarios,Comentarios_Analizados,Sentimiento_Positivo,Sentimiento_Negativo,Sentimiento_Neutral,Porcentaje_Positivos,Porcentaje_Negativos,Porcentaje_Neutrales,Score_Sentimiento_Promedio,Categoria_Sentimiento,NPS_Score,NPS_Categoria
"TAQUERIA ""El atascon","TAQUERIA ""El atascon es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Cuenta con 135 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.4,135.0,"Av. Reforma No 16, Lomas de San Lorenzo, Iztapalapa, 09780 Ciudad de México, CDMX",55 7160 4205,19.322783,-99.064211,10.2,https://maps.google.com/?cid=3580157153965954516,,domingo: Cerrado; lunes: 8:00 a.m. – 4:00 p.m.; martes: 8:00 a.m. – 4:00 p.m.; miércoles: 8:00 a.m. – 4:00 p.m.; jueves: 8:00 a.m. – 4:00 p.m.; viernes: 8:00 a.m. – 4:00 p.m.; sábado: 8:00 a.m. – 4:00 p.m.,,3,"D E L I C I O S O, en verdad una delicia comer aquí; no solo tacos de los que podemos encontrar de riquísimos guisados, además de los consabidos de pechuga y bistecito con sus papas fritas, sino también los huaraches guaau, solos o acompañados y si lo quieres con queso, huuuumm en la mesa tienes salsas y claro puedes pedir refresco; los precios sí, son accesibles para ser todo servido con tortillas echas a mano al momento de ordenar. Por contingencia sólo para llevar, y mientras esperamos usamos cubreboca y antibacterial. | Me gusta mucho los tacos de aquí, tienen buen sabor y son muy llenadores, las bebidas igual están muy ricas, además de que te preparan rápido tu pedido, muy recomendado la verdad 10/10 🤤 | Son muy ricos sus tacos son de guisado , pero lo mejor es que las tortillas son recién echas a mano se los recomiendo al cien por ciento aparte todo lo hacen con mucha higiene y son muy amables y atentos para atender.😊 | hay buena variedad dé tacos, tortillas a mano pero si vas después de las 12:00pm ya casi no encuentras,los precios son accesibles en los dé guisado,a  excepción de los que son de bisteck,pechuga,arrachera o longaniza pues tienen otro costo | Esta rico, ninguna de las visitas que he tenido me ha quedado a deber, precios accesibles y buena su sazón",5,5,0,0,100.0,0.0,0.0,1.0,Muy Positivo,100.0,Excelente
TAQUERÍA LA VITAMINA,TAQUERÍA LA VITAMINA es una taquería establecida con amplia experiencia atendiendo a la comunidad local. Cuenta con 309 reseñas de clientes satisfechos.,Generado Automáticamente,Places API (Legacy),3.0,309.0,"lt k, Av. Emiliano Zapata Local A, San Antonio, Iztapalapa, 09900 Barrio de San Antonio, CDMX",55 2187 5661,19.3023753,-99.073244,8.69,https://maps.google.com/?cid=14660242227683175915,,domingo: 8:00 a.m. – 6:00 p.m.; lunes: Abierto las 24 horas; martes: 8:00 a.m. – 6:00 p.m.; miércoles: 8:00 a.m. – 6:00 p.m.; jueves: 8:00 a.m. – 6:00 p.m.; viernes: 8:00 a.m. – 8:00 p.m.; sábado: 8:00 a.m. – 6:00 p.m.,,10,"Mal servicio, hay carnitas mejores y no se vale que te traten mal , al final de cuentas les estás pagando, el tipo muy groseros, el producto bueno, pero no vayan por el servicio | Muy rico, años de conocerlos y siguen siendo de gran sabor. Tacos bien servidos | Las carnitas no sobre salen a otras, pedi un taco de maciza y estaba bueno, aunque la tortilla de mi taco estaba un poco dura.

Lo que debes considerar es que tienen un mal trato hacia las personas ya que parece que están regalando la comida.

Suelen ser groseros y dar una mal atención. | Me salió una cucaracha y para colmo un señor de rojo se te queda mirando y no te deja de mirar pésimo servicio luego pedí tacos de uno por uno y no me los dieron | Respetando el gusto de cada quien, para mi son las mejores carnitas de este rumbo,. Y el ambiente es familiar",5,4,1,0,80.0,20.0,0.0,0.6,Muy Positivo,60.0,Muy Bueno
TAQUERIA LA ENRRAMADA,TAQUERIA LA ENRRAMADA es una taquería excepcional con una excelente reputación entre los comensales.,Generado Automáticamente,Places API (Legacy),4.5,53.0,"Cerro Nacional 7-Mz 6, Santa María Tomatlan, Iztapalapa, 09870 Ciudad de México, CDMX",55 5608 2799,19.3234476,-99.0997591,6.89,https://maps.google.com/?cid=6869697220551344166,,domingo: Cerrado; lunes: 10:00 a.m. – 7:00 p.m.; martes: 10:00 a.m. – 7:00 p.m.; miércoles: 10:00 a.m. – 7:00 p.m.; jueves: 10:00 a.m. – 7:00 p.m.; viernes: 10:00 a.m. – 7:00 p.m.; sábado: 11:00 a.m. – 8:00 p.m.,,10,"A la vez muy  buena atención pero un día me dijo de mala gana qué hay esta la otra señora para atenderte el joven nos dio una silla en vez de un banco y dijo que si llegaba gente me lo quitaría  luego yo no había pedido arroz en el plato de los sábados y si me lo habían traído aparte solo la que te atiende bien es la señora con antojos pero la señora y el joven muy groseros | Las mejores chimichangas que existen, son una delicia culinaria y tienen variedad de especialidades. Mi favorita es la de al pastor, es exquisita suave y la guarnicion que las acompaña aunque sencilla es deliciosa para el paladar.
Además cuentan con otros platillos y comida corrida en las tardes, de entre ellas mariscos y pescados. El lugar es escondido, pero fácil de encontrar. | Es una funda sencilla pero siento que me caso pegado por algo de grasa. El arroz a mi parecer estaba un poco quemado. | Puedes pedir comida para llevar, consumo en el lugar o entrega a domicilio. El pozole de los sábados es simplemente delicioso y la comida corrida del día también es muy sabrosa. Además hay menú infantil y platillos a la carta. Vayan, es totalmente recomendable 👌 por su gran sabor y precios accesibles. La atención de los encargados es muy buena y puedes comer en el lugar. | Recomiendo las chimichangas no se van a arrepentir. Los frijoles deliciosos. Precios accesibles y la atención, el joven Carlos es muy educado.",5,3,2,0,60.0,40.0,0.0,0.2,Positivo,20.0,Pasivo
Taqueria La Tapatia,"Taqueria La Tapatia es una opción sólida para tacos, con buenas calificaciones de sus visitantes.",Generado Automáticamente,Places API (Legacy),4.2,52.0,"Calle, Felipe Angeles #66, La Esperanza, Iztapalapa, 09910 Ciudad de México, CDMX",56 1525 0262,19.3110203,-99.0798616,8.22,https://maps.google.com/?cid=16556881454350284691,,domingo: 8:00 a.m. – 12:00 a.m.; lunes: 8:00 a.m. – 3:00 p.m.; martes: 8:00 a.m. – 12:00 a.m.; miércoles: 8:00 a.m. – 12:00 a.m.; jueves: 8:00 a.m. – 12:00 a.m.; viernes: 8:00 a.m. – 12:00 a.m.; sábado: 8:00 a.m. – 12:00 a.m.,,10,"Tardaron más de media hora en dar 10 tacos de pastor, la mesera se hace bolas con los pagos y pedidos, le tuvimos que recordar que debía cambio sino ni enterada. Pésima organización, si tienes hambre no vayas, esperas mucho tiempo. | Excelente servicio, un lugar con mucha experiencia, sabor muy rico | Excelentes tacos y excelente servicio. | Muy rico, la salsa roja está riquísima
Tardan un poco en hacer la orden, porque luego hay bastante gente, pero valen la pena!! 👍🏻 | Pésimo servicio, llegué con mi novia, pedí dos refrescos y nadie hizo por llevarlos, pedí mis tacos y el viejito que está ahí, diciendo que le echara menos a los tacos, y la doña que estaba platicando todo el tiempo, cuando pedi la cuenta fue la primera que se acercó, los tacos no están mal, pero el servicio da asco",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
Tacos El Gallito,Tacos El Gallito es una taquería local con buenas calificaciones que ofrece auténtica comida mexicana.,Generado Automáticamente,Places API (Legacy),4.1,39.0,"Calz. del Hueso 101-685, Coapa, Ex-Hacienda Coapa, Tlalpan, 04980 Ciudad de México, CDMX",,19.3073805,-99.1329817,3.01,https://maps.google.com/?cid=6403941697404739036,,domingo: Cerrado; lunes: 7:00 a.m. – 9:00 p.m.; martes: 7:00 a.m. – 9:00 p.m.; miércoles: 7:00 a.m. – 9:00 p.m.; jueves: 7:00 a.m. – 9:00 p.m.; viernes: 7:00 a.m. – 9:00 p.m.; sábado: Cerrado,,4,"Esta muy sucio y los tacos están X, no volvería a comer ahí | Sobre calzada del hueso a un costado de la prepa 5 se encuentran unas gorditas extraordinarias, unos taquitos o unos burritos maravillosos de verdad tienes que venir a probarlos, si vives por estos rumbos es una excelente opción además es súper económico y delicioso no tienes idea de lo que te estás perdiendo si no has venido a estos taquitos, taquería el gallito | Los tacos estan baratos, ademas ahora venden un taco/torta que esta buena, algunos amigos se han enfermado al comer ahi, pero esa es la raza debil | Sin sabor, pero mas barato que en los alrededores. | Esa voz peculiar que escuchas cuando pasas por allí: ""¡Pasele gallo! ¡Sí hay sí hay!"" (Los conocedores sabrán quién es) jaja estan buenos los tacos pero ya no tanto como antes.  :( (Con un Boing de mango, chance y pasan perfectamente)",5,3,2,0,60.0,40.0,0.0,0.2,Positivo,20.0,Pasivo
"Taquería ""Qué me ves""","Taquería ""Qué me ves"" es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 2827 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.1,2827.0,"Taltepan, esquina, Priv. Sta. Cruz 32, Lomas de San Lorenzo, Iztapalapa, 09780 Ciudad de México, CDMX",,19.3156872,-99.0703104,9.34,https://maps.google.com/?cid=3677736685519018135,,domingo: 7:00 p.m. – 1:00 a.m.; lunes: 7:00 p.m. – 1:00 a.m.; martes: 7:00 p.m. – 1:00 a.m.; miércoles: 7:00 p.m. – 1:00 a.m.; jueves: 7:00 p.m. – 12:00 a.m.; viernes: 7:00 p.m. – 1:00 a.m.; sábado: 7:00 p.m. – 1:00 a.m.,$$$,10,"Lamentablemente caí por causas de fuerza mayor, que agusto para la gente conformista de esta zona creer que comen tacos, a esto no se le puede llamar tacos!!! La carne horrible, pasada y de pésima calidad, las salsas hechas al aventon sin ningún sabor y solo pican exageradamente, se ve que tienen horas expuestas en la mesa, en las imágenes se puede notar, al igual que las cebollas ya tienen horas y horas preparadas, llegan frías a la mesa y de  lo demas ni que decir, venden por que la gente hambrienta de la zona no tiene otras opciones de calidad en kilómetros a la redonda. Es una lástima que en plena zona desértica no vean que puede ser un oasis, parece que se ponen de acuerdo las taquerias de al rededor en competir por quien es peor y quien ofrece los peores tacos, asco total!!! | Pase por qué vi las calificaciones de Google maps, pero sinceramente a mí noe.guataron los tacos, son demasiado pequeños a diferencia de una tortilla normal de taco, yo no los recomiendo. | La carne es buena, el suadero jugoso, el pastor no es grasoso, la doblada podría mejorar. Hay música en otras partes y diferentes estilo, no disfrutas ninguna, solo aceptan efectivo (muy sus hoy en dia). Lo mejor sin duda fueron un par de ojos bonitos. | Los meseros son muy buenos, la comida es muy buena, hay tacos de todo, los de longaniza y suadero son muy ricos, las aguas frescas son naturales.
Gran variedad de bebidas. | Buena atención amplio y limpio.

Las cebollitas vienen incluidas como limones, pepinos, etcétera, es decir, no es una orden que te cobren aparte.

Fíjate bien si pides para llevar ya que te dan cosas diferentes y dicho servicio de cebollitas/limones no te los dan a menos que los pidas, sí van incluidos.",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
Taquería El Super,"Taquería El Super es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y más de 634 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.4,634.0,"04600, San Felipe 62, Pedregal de Sta Úrsula, Coyoacán, 04300 Ciudad de México, CDMX",,19.3165347,-99.1506528,2.99,https://maps.google.com/?cid=14181156166790786382,,domingo: 3:00 p.m. – 3:00 a.m.; lunes: 3:00 p.m. – 2:00 a.m.; martes: 3:00 p.m. – 2:00 a.m.; miércoles: 3:00 p.m. – 2:00 a.m.; jueves: 3:00 p.m. – 2:00 a.m.; viernes: 3:00 p.m. – 2:00 a.m.; sábado: 3:00 p.m. – 3:00 a.m.,$$,10,"Excelentes tacos a un buen precio.

Aquí vas a encontrar tacos, tortas, huaraches y sincronizadas de muy buen sabor y bien surtidos.

Es la mejor opción que he encontrado en esta calle puesto que comparados con el resto de las taquerías, esta cuenta con calidad en los alimentos, precios accesibles y la atención es súper amable.

Los miércoles los tacos al pastor cuestan $8.

Ordenamos: sincronizada y torta de bistec con queso, orden de 5 tacos de bistec con queso y nopales (alcanza para más de 5 tacos), tacos al pastor, tacos de longaniza, agua de jamaica (la recomiendo), refresco, fresas con crema y arroz con leche (sugiero pedir el arroz puesto que está mejor que las fresas). Por todo pagamos $428

Las salsas, tanto roja como verde, están deliciosas y picosas pero no exageradamente.

El lugar es limpio y el servicio es bastante bueno. | Nominaría a la gringa al pastor de este lugar como una de las mejores 👌
El pastor es muy rico, la orden de costilla está también muy rico.
También las tortas al pastor y los huaraches son muy buenos.
También prueben los tacos campechanos 👌 | Gran variedad de platillos, muchísima rapidez para traer los platillos y bebidas. Recomiendo más comer ahí si se quiere comer pronto, sino, algo de paciencia para llevar.
Siempre ponen películas o partidos, entonces el entretenimiento no falta.
Solo diría que por tanta gente que hay puede ser ruidoso, pero fuera de eso, mi lugar favorito para cenar ;) | Al menos el día que fuimos, fue muy agradable. El ambiente tranquilo, la atención buena, los precios están bien. No son los mejores que he probado, pero para alguien que este por ese rumbo, sin duda valen la pena. El lugar tiene dos espacios para comer. No hay estacionamiento como tal, pero por la noche puedes estacionarte en toda la cuadra en batería. | De los mejores tacos de la zona! En especial los tacos de bistec con tocino!!.
Los tacos en general, huaraches y tortas son muy ricas, el pastor es muy rico pero debes de atinarle al día ya que algunas veces si no está tan bueno.
Las aguas muy ricas y frescas el servicio es bueno el costo bastante accesible!",5,5,0,0,100.0,0.0,0.0,1.0,Muy Positivo,100.0,Excelente
Taquería 18,Taquería 18 se destaca por la calidad de sus tacos y el buen servicio al cliente.,Generado Automáticamente,Places API (Legacy),5.0,8.0,"Canal Huehuepa 5, Barrio 18, Xochimilco, 16034 18, CDMX",55 3798 5338,19.2839299,-99.107812,5.0,https://maps.google.com/?cid=11881585521179622244,,domingo: 10:00 p.m. – 12:00 a.m.; lunes: 12:00 a.m. – 5:00 p.m.; martes: 10:00 a.m. – 9:00 p.m.; miércoles: 10:00 a.m. – 9:00 p.m.; jueves: 10:00 a.m. – 9:00 p.m.; viernes: 10:00 a.m. – 9:00 p.m.; sábado: Cerrado,,10,"Tacos a buen precio y bien acompañados de papitas y nopales de lo mejor por la zona! | Tacos deliciosos, muy buenos precios y excelente atención.
Lo recomiendo ampliamente. | Muy buenos de hecho |  | ",3,3,0,0,100.0,0.0,0.0,0.867,Muy Positivo,100.0,Excelente
"Taqueria ""La diez""","Taqueria ""La diez"" es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y más de 1940 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.2,1940.0,"C. 10 52-15, José López Portillo, Iztapalapa, 09920 Ciudad de México, CDMX",,19.3060108,-99.0809576,7.97,https://maps.google.com/?cid=1346681526749828932,,domingo: 3:00 p.m. – 2:00 a.m.; lunes: 3:00 p.m. – 2:00 a.m.; martes: 3:00 p.m. – 2:00 a.m.; miércoles: 3:00 p.m. – 2:00 a.m.; jueves: 3:00 p.m. – 2:00 a.m.; viernes: 3:00 p.m. – 2:00 a.m.; sábado: 3:00 p.m. – 3:30 a.m.,$$,10,"De mis lugares favoritos, el menú es súper amplio, tanto de alimentos (desde tacos de suadero, al pastor, bistec, tripa, campechanos los de arrachera son mis favoritos, tlayudas oaxaqueñas, hamburguesas, ensaladas, pozole, tostadas de tinga, como de bebidas, vodka, ron, ginebra, mezcal, etc. Muy muy recomendable, de los mejores por la zona. | Los famosísimos insalubres de la diez. Cada que comemos ahí nos enfermamos del estómago, pero están bien ricos los pinshis tacos.  El ambiente y el hecho de que puedas beber ahí, le da un plus. También bajaron algo su calidad últimamente en aguas, el agua de mango antes era deliciosa.
Por un amigo que trabajó ahí sabemos que no cuidan muy bien la carne. Si fueran más salubres y más amables en su servicio sería la mejor taquería de Iztapalapa, así de fácil. | Los alimentos excelentes y sabrosos, los tacos algo caros en comparación con otras taquerías, pero las bebidas no tienen comparación, tienen vista, preparación, sabor y bien pegonas como debe ser; con un pantano y un camínale si puedes tuve, vale la pena en precio... | El baño siempre está sucio, no tiene la suficiente ventilación y al momento de abrir el baño se combina el mal aroma y con el de la comida, de ahí en fuera cuando no estás cerca del baño, se logra disfrutar la comida, el menú de las bebidas está buena excepto en la cerveza, que le meten hielo | Excelente lugar me gustó  es la segunda vez que voy y si vuelvo a ir  los taquitos 🌮. Muy ricos  las gomichelas los azules y ese caminaré si puedes. Valió la pena para terminar  fulminado. Jajaja.  Excelente servicio 🤟",5,4,1,0,80.0,20.0,0.0,0.6,Muy Positivo,60.0,Muy Bueno
TACOS El CAMPEON,"TACOS El CAMPEON es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Cuenta con 231 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.4,231.0,"Ignacio Zaragoza 31-Local 55, Lomas de San Lorenzo, Iztapalapa, 09780 Ciudad de México, CDMX",,19.3189813,-99.0723252,9.26,https://maps.google.com/?cid=18156001272947226293,,domingo: Cerrado; lunes: Cerrado; martes: 8:30 p.m. – 1:30 a.m.; miércoles: 8:20 p.m. – 1:30 a.m.; jueves: 8:30 p.m. – 1:30 a.m.; viernes: 8:30 p.m. – 2:30 a.m.; sábado: 9:20 p.m. – 2:30 a.m.,,10,"Muy ricos se deben probar y el ambiente grato | Simplemente delicioso, tacos de suadero al puro estilo de la ciudad de México, la gente hace fila, el suadero sazonado y frito al punto.
Lo malo, hay que sentarse en la banqueta y a veces hay de todo, desde borrachos hasta humo de camión. | La estrella ahí es el taco
El servicio es muy poco amigable
No tienen ni siquiera cocacola
Un solo tipo de salsa
Una sola banca para todos
Y aún con todo eso regresaría mil veces
Por qué el taco está en un balance perfecto, bien cosido y la salsa es rica
No necesitas nada más | Están buenos. Tiene de suadero y longaniza, el campeón tiene historia! | Se tardan mucho en entregar cuando hay gente, pero están buenos los tacos; el plus es que no mezclan las carnes entre sí y así no se pierde el sabor real de la carne.",5,4,0,1,80.0,0.0,20.0,0.8,Muy Positivo,80.0,Excelente
Taquería y cheleria espartacos,Taquería y cheleria espartacos se destaca por la calidad de sus tacos y el buen servicio al cliente.,Generado Automáticamente,Places API (Legacy),4.3,6.0,"09940, Jardines de San Lorenzo Tezonco, Iztapalapa, 09940 Ciudad de México, CDMX",56 3333 7988,19.2944172,-99.0732517,8.59,https://maps.google.com/?cid=3326128982390539649,https://www.facebook.com/profile.php?id=100086107611519&mibextid=ZbWKwL,domingo: 11:00 a.m. – 2:00 a.m.; lunes: 11:00 a.m. – 5:30 p.m.; martes: 11:00 a.m. – 5:30 p.m.; miércoles: 11:00 a.m. – 5:30 p.m.; jueves: 11:00 a.m. – 2:00 a.m.; viernes: 11:00 a.m. – 2:00 a.m.; sábado: 11:00 a.m. – 2:00 a.m.,,10,"Muy agradable, el ambiente muy animado ,y la comida está muy rica definitivamente regreso 😋😎 muy económico | La comida es super rica el lugar muy limpio ordenado y buen servicio se los recomiendo excelente lugar.....🤗 | Súper malo atención mala bebidas súper mal preparadas la cena sin sabor y sin cocer bien sin duda alguna un pésimo lugar | Magnífico sitio para tomarte un respiro.... | ",4,2,1,1,50.0,25.0,25.0,0.25,Positivo,25.0,Pasivo
Taqueria Noche Buena,"Taqueria Noche Buena es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 1257 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.4,1257.0,"Emiliano Zapata MZ31LT15B, Iztapalapa, Lomas de San Lorenzo, Iztapalapa, 09780 Ciudad de México, CDMX",55 6285 6052,19.317393,-99.066398,9.78,https://maps.google.com/?cid=4638756138278796754,,domingo: 9:30 a.m. – 5:30 p.m.; lunes: 9:30 a.m. – 5:30 p.m.; martes: Cerrado; miércoles: Cerrado; jueves: Cerrado; viernes: 9:30 a.m. – 5:30 p.m.; sábado: 9:30 a.m. – 5:30 p.m.,$$$,10,"Deliciosas carnitas, tacos de guisado bien servidos y delicioso sazón, las chicas súper atentas. | Me amargaron la comida en el momento que pedí un pozole el cual aparece la ilustración de que es rojo en el menú y cuando me lo entregan era blanco. Todavía la mesera tuvo la desfachatez de decir que fue mi culpa por no preguntar ya que la foto del menú es solo ilustración pero tampoco en la carta  no viene especificado el color del pozole. | El lugar es bueno y familiar, Las chicas que atienden son amables a excepto de una chica morena, que si tuviera su nombre lo pondría, atiende de mala gana y pareciera que le urge tomar el pedido, no nos dio tiempo para ver la carta y nos decía que no tenia varias cosas, no nos dio el plato a disgustar de chicharrón q a todos les ponían menos a nosotros al final mejor le llamamos a otra chica muy amable ella. Siento que ese tipo de personas enojonas  y malencaradas no deberían trabajar, de ahi en fuera todo bien. | Solo he ido una vez , pero es un lugar que regresas porque todo está súper bien , en precios más menos $120 por persona pero sales mega bien comido , todo está súper espectacular, muy recomendable | Son unas carnitas deliciosas, se las mejores de la zona.
Su agua de horchata es una delicia, volveré a ir, de las mejores carnitas en Iztapalapa.",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
Taquería Los Tioss,"Taquería Los Tioss es una taquería muy popular y bien valorada, destacada por su excelente calidad y servicio. Destaca por sus precios moderados y más de 1349 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.5,1349.0,"Piedra del Sol 59, Coapa, Avante, Coyoacán, 04460 Ciudad de México, CDMX",55 5544 6494,19.3296466,-99.1328283,4.98,https://maps.google.com/?cid=10407428957708484527,https://www.facebook.com/p/Taqueria-los-Tioss-100054488619188/,domingo: 3:00–11:00 p.m.; lunes: 5:00 p.m. – 12:30 a.m.; martes: 5:00 p.m. – 12:30 a.m.; miércoles: 5:00 p.m. – 12:30 a.m.; jueves: 5:00 p.m. – 12:30 a.m.; viernes: 3:00 p.m. – 12:30 a.m.; sábado: 3:00 p.m. – 12:30 a.m.,$$$,10,"EL ENVÍO PÉSIMO: Cantidad mediocre, un platillo de bistec de 5 tacos apenas dio para 3 y mal servidos, los de cabeza con mal olor y pésima calidad del producto, no mandan verdura ni salsa, ponen unos cuantos limones, el sabor y la calidad es malo. EVITEN TIRAR SU DINERO. | Es el taco de sudadero más miserable que he recibido! FRIO y con NADA de carne! Pésima calidad! | Fue un servicio a domicilio por didi food y ""esto"" fue una orden de 5 tacos...me llevé una enorme decepción. | Los tacos están bien en general, el pastor no me encanta, muy rojo y a veces seco; el suadero de repente tiene mucha grasa, pero bien, los volcanes están buenos; la sincronizada está bien servida; el queso fundido bueno; el agua de horchata es de botella. Son tacos que sacan del apuro, el lugar no tiene ventanas así que hace un montón de calor, se llena de humo y se te queda en la ropa el olor. Buen precio. | El lugar cumple con todas las medidas sanitarias vigentes en la CDMX.
un buen lugar para ir a comer o cenar.
El sazón y el sabor es muy rico te atienden de lo mejor ya que las personas que laboran en el lugar siempre están atentos para la atención.
El problema reside en qué no tienen extractor de humo y si tienes mesa y hay más gente eso se vuelve una cámara de torturas impresionante se llena de humo.
Que obviamente incómoda aquí en se encuentre adentro.
Y en tiempos de calor es insoportable.",5,2,1,2,40.0,20.0,40.0,0.2,Positivo,20.0,Pasivo
Taquería Moctezuma,"Taquería Moctezuma es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y más de 927 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.3,927.0,"Rey Moctezuma No.15, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX",56 1988 4753,19.3265291,-99.1537124,4.06,https://maps.google.com/?cid=5165395060259041874,,domingo: 5:30 p.m. – 12:00 a.m.; lunes: 5:30 p.m. – 12:30 a.m.; martes: 5:30 p.m. – 12:30 a.m.; miércoles: 5:30 p.m. – 12:30 a.m.; jueves: 5:30 p.m. – 12:30 a.m.; viernes: 5:30 p.m. – 1:00 a.m.; sábado: 5:30 p.m. – 1:00 a.m.,$$,10,"Lo acaban de renovar y está muy agradable. Los meseros son muy atentos. La comida súper rica y variada. Los precios accesibles. Aceptan pagos con tarjeta. Solo cuidado con el “viene viene” porque se enoja si no le quieres dar propina. Aún cuando ni siquiera cuida los coches. Y después de las 8 de la noche cuesta mucho trabajo encontrar donde estacionarse. | Por fuera no se ve pero ya por dentro está bonito el lugar. Está tranquilo | Llevo muchos años viniendo a  cenar, el dia de hoy mis tacos estaban secos . | Unos ricos tacos, pienso que valen la pena, son un poco más caros pero las instalaciones y la ambientación es algo que compensa.

Te recomiendo el taco de suadero, llega a tu mesa un tanto frito/asado y resulta delicioso. | Los tacos de pastor están buenísimos, sus tacos de suadero, tripa y las gringas son algo que no debe faltar en tu orden. Precios accesibles y los taqueros son súper serviciales, eficaces y buena onda.",5,3,0,2,60.0,0.0,40.0,0.6,Muy Positivo,60.0,Muy Bueno
Taquería XOTEPINGO Santa Ana,"Taquería XOTEPINGO Santa Ana es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 681 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.3,681.0,"Av. Sta. Ana 380, San Francisco Culhuacan, Ex-Ejido de San Francisco Culhuacan, Coyoacán, 04260 Ciudad de México, CDMX",55 4493 9714,19.3292605,-99.1215983,5.6,https://maps.google.com/?cid=7430394112141758023,,domingo: 12:00–10:00 p.m.; lunes: 12:00–11:00 p.m.; martes: 12:00–11:00 p.m.; miércoles: 12:00–11:00 p.m.; jueves: 12:00–11:00 p.m.; viernes: 12:00–11:00 p.m.; sábado: 12:00 p.m. – 1:00 a.m.,$$$,10,"Pedimos unos tacos de suadero, llenos de pura grasa, la carne dura de tanto refrito. Agua de mango, súper dulce. Mala experiencia | Raza este lugar es recomendable para ir a comer o cenar con la familia pareja o simplemente si se quieren dar un gusto.
Cuánta con un amplio menu de alimentos así como de bebidas, los precios son rasonables y para los peque cuentan con una área de juegos.
El ambiente es genial y el servicio increíble creo porque nos tocó un chavo que estaba aprendiendo y siempre estuvo al pendiente de la mesa..... | Pésimo el valet parking,  que te cobran por que dejes tu auto sobre la avenida, estaría bien que cobren si contará con estacionamiento propio, pero bue o, esto pasa por que el cliente lo permite. Y hay uno que otro mesero movido,  otros solo en espera de propina.  A veces, te sirven bien, otras muy raquítico. Es bueno cuando hay música en vivo, aunque si le exageran en el volumen de las bocinas.  Pese a todos es el mejor de los lugares que se encuentran sobre Av Santa Ana y Escuela Naval. | He de decir que es uno de los lugares que te dejan buen sabor de boca, la comida excelente, los meseros, atentos, serviciales, limpieza, los precios van de acorde a lo que consumes, en esta ocasión yo pedí tacos al pastor, y debo decir que están llenadores, están súper bien servidos, yo pedí una orden de 3, y al segundo taco ya había quedado satisfecho, todo muy rico, recomiendo probar una bebida para hacer digestión, en este caso yo pedí un Carajillo, todo excelente.

Recomendado!!! | Aqui el menú hay muchísimas cosas para escoger, muchisimas. Me pedí dos tacos de carnitas y te la sirven con tortillas hechas a mano y un café. Los tacos son enormes aquí que con dos me llene. Regresaré para probar más cosas.",5,2,2,1,40.0,40.0,20.0,0.0,Neutral,0.0,Pasivo
